5-digit FIPS Code,County,State,2010 Prescribing Rate,State Abbreviation,Name,Release Year,Premature death raw value,Poor or fair health raw value,Poor physical health days raw value,Poor mental health days raw value,Low birthweight raw value,Adult smoking raw value,Adult obesity raw value,Binge drinking raw value,Motor vehicle crash deaths raw value,Chlamydia rate raw value,Teen births raw value,Uninsured adults raw value,Primary care provider rate per 100000 population,Ratio of population to primary care physicians,Preventable hospital stays raw value,Diabetes monitoring raw value,Hospice use raw value,High school graduation raw value,College degrees raw value,Unemployment raw value,Children in poverty raw value,Income inequality raw value,Inadequate social support raw value,Single-parent households raw value,Violent crime raw value,Homicides raw value,Air pollution-particulate matter days raw value,Air pollution-ozone days raw value,Access to healthy foods raw value,Liquor store density raw value
53045,"Mason, WA",WA,90.9,WA,Mason County,2010.0,8919.4,0.1696,4.04,4.39,0.0639,0.2605,0.299,0.1362,26.5,234.1,49.7,0.152,27.83757702,3592.266667000001,52.96278157,0.8296,0.269697427,0.721362229,0.16489015099999998,0.07,0.17800000000000002,40.6,0.1608,0.06926515700000001,323.82908139999995,,2.0,0.0,0.333333333,0.546298826
53047,"Okanogan, WA",WA,94.1,WA,Okanogan County,2010.0,9251.9,0.1765,4.39,3.06,0.0683,0.2236,0.268,0.1349,34.4,247.3,50.5,0.194,94.73576403,1055.567568,50.19806723,0.8719,0.101547498,0.673590505,0.17450584600000002,0.064,0.327,43.9,0.1978,0.11326407,257.6817122,,0.0,0.0,0.421052632,1.019601846
53049,"Pacific, WA",WA,119.3,WA,Pacific County,2010.0,9010.4,0.1488,3.9,3.44,0.0517,0.2376,0.306,0.1299,27.3,105.8,38.3,0.179,28.21935848,3543.666667,81.42133855,0.8368,0.185260803,0.7615894040000001,0.164202779,0.076,0.225,41.3,0.2012,0.099056604,179.2561649,,0.0,0.0,0.5,1.401803654
53051,"Pend Oreille, WA",WA,148.7,WA,Pend Oreille County,2010.0,7814.3,0.1736,4.14,3.11,0.0645,0.2545,0.28,0.1554,17.7,115.8,44.1,0.147,48.61842638,2056.833333,65.81012878,0.8655,0.173623334,0.7792207790000001,0.125928213,0.086,0.252,43.5,0.2098,0.089711976,82.05399682,,0.0,0.0,0.5,0.0
53053,"Pierce, WA",WA,88.6,WA,Pierce County,2010.0,6780.4,0.1456,3.87,3.53,0.0645,0.2088,0.293,0.1478,11.7,446.4,39.8,0.138,80.45707088,1242.898839,53.8860729,0.8371,0.319080544,0.6500698,0.230115695,0.057,0.14800000000000002,41.8,0.1734,0.116325545,543.7164086,,7.0,0.0,0.4,0.445218484
53055,"San Juan, WA",WA,17.6,WA,San Juan County,2010.0,4955.2,0.0927,2.81,3.31,0.0466,0.1379,0.171,0.1341,10.7,78.4,12.2,0.3,106.0796924,942.6875,24.15946829,0.9074,0.167483371,0.84,0.437501275,0.037000000000000005,0.14,49.8,0.1177,0.079302047,59.40332659,,17.0,0.0,0.5555555560000001,1.320655045
53057,"Skagit, WA",WA,105.2,WA,Skagit County,2010.0,6151.3,0.1608,3.42,3.76,0.0534,0.1849,0.295,0.1502,17.0,244.6,48.8,0.161,104.3003851,958.7692308,55.27991384,0.8685,0.353046077,0.682911783,0.221776738,0.057,0.18,43.0,0.1807,0.106579498,212.173761,,0.0,0.0,0.642857143,0.698720468
53059,"Skamania, WA",WA,64.6,WA,Skamania County,2010.0,8375.8,0.1322,3.21,3.25,0.0591,0.2021,0.321,0.1543,21.2,129.2,24.3,0.17,19.47040498,5136.0,71.24775738,0.8026,,0.8,0.179874548,0.083,0.16699999999999998,40.7,0.1616,0.085765141,,,0.0,0.0,0.5,0.0
53061,"Snohomish, WA",WA,97.5,WA,Snohomish County,2010.0,5531.3,0.1336,3.82,3.43,0.0554,0.1914,0.274,0.1483,10.3,248.7,27.3,0.14400000000000002,58.68499405,1704.013123,37.26712069,0.8766,0.367339467,0.69117984,0.27005015,0.051,0.102,40.1,0.1719,0.093572938,,,4.0,0.0,0.694444444,0.391223944
53063,"Spokane, WA",WA,102.6,WA,Spokane County,2010.0,6676.6,0.1375,3.84,3.45,0.0644,0.2122,0.272,0.1511,9.8,268.4,33.0,0.129,92.01513138,1086.777778,45.68713861,0.8703,0.238166101,0.790762656,0.268030008,0.056,0.159,43.9,0.1618,0.096746614,413.3759407,,6.0,0.0,0.41509434,0.536442315
53065,"Stevens, WA",WA,87.3,WA,Stevens County,2010.0,9087.4,0.1746,4.75,3.46,0.0612,0.2866,0.27,0.1357,26.2,114.9,36.3,0.139,68.62240522,1457.25,65.9233727,0.7996,0.158901088,0.756646217,0.157721757,0.079,0.247,42.9,0.1593,0.08609871300000001,126.6517159,,0.0,0.0,0.222222222,0.72651539
53067,"Thurston, WA",WA,79.3,WA,Thurston County,2010.0,6024.4,0.1277,3.64,3.34,0.0567,0.2011,0.269,0.1582,13.2,258.2,27.1,0.127,102.7947882,972.8119658,45.70001739,0.8079,0.28145179800000003,0.7387045809999999,0.311240251,0.05,0.124,41.5,0.1607,0.110304837,242.2287331,,1.0,0.0,0.476190476,0.514652588
53069,"Wahkiakum, WA",WA,95.3,WA,Wahkiakum County,2010.0,8761.4,0.1633,3.47,3.8,,0.158,0.281,0.1382,30.1,74.5,,0.213,26.12330199,3828.0,36.11239048,0.7353,,0.775510204,0.154987489,0.07200000000000001,0.18,39.6,0.1608,0.066798045,211.541716,,0.0,0.0,0.25,0.0
53071,"Walla Walla, WA",WA,90.6,WA,Walla Walla County,2010.0,6111.7,0.1486,3.3,3.14,0.0651,0.1384,0.248,0.1115,11.6,228.7,39.8,0.16899999999999998,133.28422859999998,750.2763158,39.94266572,0.8719,0.269437208,0.8575667659999999,0.230803129,0.049,0.22,42.9,0.1629,0.110630735,299.4983258,,3.0,0.0,0.25,1.041503932
53073,"Whatcom, WA",WA,83.6,WA,Whatcom County,2010.0,5454.5,0.1215,3.62,3.55,0.051,0.1571,0.231,0.1571,11.3,247.4,21.7,0.17,97.11042534,1029.755556,46.18242112,0.8536,0.335244683,0.673636364,0.314546208,0.05,0.16399999999999998,44.3,0.1561,0.073325226,227.7334179,,2.0,0.0,0.5555555560000001,1.006489207
53075,"Whitman, WA",WA,56.6,WA,Whitman County,2010.0,4502.6,0.1055,3.08,3.17,0.0624,0.1407,0.241,0.1847,11.9,379.0,6.8,0.292,76.74965223,1302.9375,82.80176972,0.8304,0.210021873,0.916129032,0.4818831770000001,0.041,0.146,49.8,0.1516,0.03696424,129.80521159999998,,13.0,0.0,0.173913044,0.483045116
53077,"Yakima, WA",WA,80.2,WA,Yakima County,2010.0,7615.2,0.196,4.01,3.34,0.064,0.1776,0.292,0.1176,18.8,510.9,77.0,0.16899999999999998,80.64410093,1240.016304,61.39116600000001,0.7974,0.316128126,0.692162672,0.156885145,0.069,0.28,44.6,0.1935,0.125779029,348.4808458,,0.0,0.0,0.5384615389999999,0.389880437
55001,"Adams, WI",WI,47.2,WI,Adams County,2010.0,7609.6,0.1778,3.26,4.97,0.0781,0.2513,0.287,0.2778,40.4,119.9,46.8,0.124,19.37139813,5162.25,81.7613457,0.8601,0.182412299,0.77852349,0.111714012,0.068,0.205,41.2,0.1726,0.096926714,56.4862335,,0.0,1.0,0.4,0.485107209
55003,"Ashland, WI",WI,91.1,WI,Ashland County,2010.0,7501.1,0.1248,4.98,4.25,0.0501,0.1882,0.264,0.2186,21.4,103.0,31.0,0.106,152.02189119999997,657.8,68.77850002,0.7905,0.188122288,0.94296578,0.187208354,0.059,0.245,43.9,,0.105516396,316.8606423,,0.0,0.0,0.333333333,1.215657671
55005,"Barron, WI",WI,75.0,WI,Barron County,2010.0,6541.8,0.1327,3.56,3.92,0.0613,0.2715,0.282,0.2274,23.9,191.8,31.4,0.105,107.5410412,929.877551,82.25927225,0.872,0.193092351,0.939252336,0.16812731399999994,0.056,0.157,42.0,0.1783,0.086166411,77.39655512,,0.0,0.0,0.5,3.060845231
55007,"Bayfield, WI",WI,16.3,WI,Bayfield County,2010.0,6720.5,0.1126,3.21,3.09,0.0614,0.1709,0.276,0.2287,19.0,52.8,19.9,0.158,26.70226969,3745.0,74.8523806,0.8727,0.237409202,0.88172043,0.242351614,0.065,0.192,40.7,0.173,0.094100147,273.2847494,,0.0,0.0,0.363636364,2.671475322
55009,"Brown, WI",WI,71.3,WI,Brown County,2010.0,5381.3,0.1339,3.4,2.94,0.0635,0.2244,0.267,0.2659,12.3,294.3,34.9,0.106,80.40504039,1243.703125,51.16484672,0.8863,0.322085707,0.8982501620000001,0.256955769,0.044,0.134,41.9,0.1607,0.105616561,259.2732045,,9.0,6.0,0.5,1.122325125
55011,"Buffalo, WI",WI,5.6,WI,Buffalo County,2010.0,5147.1,0.16399999999999998,3.2,2.02,0.0472,0.2021,0.284,,15.5,57.6,23.0,0.139,28.84754075,3466.5,77.31815527,0.9029,0.21652527,0.879120879,0.164168388,0.041,0.113,40.8,0.2974,0.06259459099999999,21.66899408,,2.0,0.0,0.166666667,2.891008962
55013,"Burnett, WI",WI,65.4,WI,Burnett County,2010.0,7017.0,0.1542,3.01,2.15,0.069,0.173,0.28300000000000003,0.1737,32.8,78.8,38.6,0.14400000000000002,36.81885125,2716.0,74.01299768,0.8955,0.19570826,0.902298851,0.160044994,0.07,0.202,40.7,0.1564,0.085554356,196.1705867,,0.0,0.0,0.8,0.614175163
55015,"Calumet, WI",WI,14.2,WI,Calumet County,2010.0,4569.2,0.1382,2.78,2.27,0.0565,0.1784,0.272,0.353,13.3,96.5,17.0,0.093,18.15417433,5508.375,54.39561531,0.8875,0.205356733,0.938931298,0.245284967,0.042,0.066,35.7,0.1727,0.055459572,100.9979197,,6.0,5.0,0.333333333,0.0
55017,"Chippewa, WI",WI,53.9,WI,Chippewa County,2010.0,6240.0,0.1133,2.59,2.99,0.0589,0.2271,0.284,0.2185,19.7,142.6,29.3,0.104,77.78285057,1285.630435,67.08402727,0.8964,0.184390452,0.949602122,0.15981114400000002,0.051,0.151,39.4,0.1547,0.082867506,72.94555255,,0.0,0.0,0.6,0.668326344
55019,"Clark, WI",WI,21.6,WI,Clark County,2010.0,6974.9,0.1487,3.38,2.72,0.0533,0.2033,0.28300000000000003,0.2278,34.9,90.9,28.5,0.134,32.74101854,3054.272727,84.52964175,0.9281,0.225738702,0.987012987,0.10781985,0.054000000000000006,0.184,40.1,0.1888,0.06103211400000001,56.6206417,,0.0,0.0,0.35714285700000004,0.297982657
55021,"Columbia, WI",WI,111.6,WI,Columbia County,2010.0,5764.3,0.1063,2.71,3.19,0.0587,0.1963,0.268,0.2407,22.9,146.1,23.6,0.093,65.99450046,1515.277778,69.56119638,0.8839,0.17555537100000002,0.909307876,0.208042557,0.049,0.097,39.5,0.1065,0.077340387,142.5564311,,3.0,7.0,0.5,1.092060719
55023,"Crawford, WI",WI,86.5,WI,Crawford County,2010.0,6140.7,0.1373,2.25,2.78,0.0728,0.1946,0.266,0.2169,23.5,146.5,32.5,0.1,71.11532535,1406.166667,74.78798678,0.8794,0.27887950100000003,0.981481482,0.151050433,0.057,0.17,41.8,0.1189,0.086657372,,,1.0,0.0,0.2,0.0
55025,"Dane, WI",WI,68.9,WI,Dane County,2010.0,4792.9,0.0866,3.21,2.98,0.0625,0.1653,0.239,0.2358,10.7,325.3,20.3,0.123,160.0910356,624.6445946,51.80474312,0.8884,0.348983971,0.908523503,0.44669261,0.033,0.107,43.5,0.136,0.067260397,259.02580750000004,,7.0,5.0,0.438596491,1.022605984
55027,"Dodge, WI",WI,45.5,WI,Dodge County,2010.0,6012.1,0.1314,2.42,3.79,0.0598,0.1842,0.28800000000000003,0.2467,24.3,374.2,28.0,0.103,66.49545997,1503.862069,62.7014547,0.898,0.229462332,0.944576405,0.14565192400000002,0.049,0.109,36.8,0.2117,0.080396476,88.62685432,,7.0,9.0,0.363636364,0.113763054
55029,"Door, WI",WI,59.8,WI,Door County,2010.0,5309.9,0.1163,2.98,2.79,0.0591,0.184,0.259,0.2037,18.8,163.1,23.6,0.14400000000000002,78.49573625,1273.9545460000004,62.34493125,0.9029,0.311779216,0.978319783,0.242587342,0.052000000000000005,0.12,40.5,0.119,0.075163399,47.67921425,,2.0,20.0,0.545454546,0.713877784
55031,"Douglas, WI",WI,104.8,WI,Douglas County,2010.0,7301.8,0.0987,3.92,3.21,0.0606,0.2697,0.27,0.2373,18.3,213.3,32.8,0.126,47.82618598,2090.904762,65.94621596,0.9122,0.285492462,0.864173228,0.198635202,0.051,0.197,43.3,0.1186,0.104746766,169.70047490000005,,0.0,0.0,0.454545455,2.5125628140000003
55033,"Dunn, WI",WI,62.6,WI,Dunn County,2010.0,5376.1,0.1074,2.87,2.22,0.0593,0.1995,0.268,0.2647,21.2,214.4,16.8,0.114,50.5536832,1978.095238,51.81899135,0.8761,0.156317003,0.976645435,0.23785001600000005,0.042,0.138,38.5,0.1723,0.067685731,140.2491205,,0.0,0.0,0.166666667,0.7115918309999999
55035,"Eau Claire, WI",WI,75.8,WI,Eau Claire County,2010.0,5051.0,0.0976,3.15,2.42,0.0618,0.1801,0.256,0.3165,12.4,266.0,19.2,0.107,139.2159941,718.3082707000002,62.82186213,0.913,0.281231716,0.962134251,0.29593485,0.04,0.122,45.0,0.1674,0.081270531,145.2824706,,0.0,0.0,0.857142857,0.207680007
55037,"Florence, WI",WI,–,WI,Florence County,2010.0,7414.9,,3.36,1.56,,,0.279,,20.1,101.2,,0.159,0.0,-4941.0,26.72235528,0.9231,,0.818181818,0.141899172,0.057,0.155,43.8,0.1372,0.061375209000000014,110.4743492,,0.0,3.0,0.333333333,6.184291899
55039,"Fond du Lac, WI",WI,66.3,WI,Fond du Lac County,2010.0,6039.9,0.1419,3.57,3.2,0.0624,0.2009,0.284,0.2587,15.3,197.5,26.4,0.095,76.17461253,1312.773333,51.0259757,0.8945,0.33592876,0.841637011,0.174767664,0.047,0.091,39.2,0.1401,0.081563904,174.50534319999997,,4.0,14.0,0.266666667,0.708918191
55041,"Forest, WI",WI,60.3,WI,Forest County,2010.0,7516.8,0.1509,3.56,2.09,0.07200000000000001,0.2153,0.285,0.1635,28.8,333.4,41.9,0.136,40.45307443,2472.0,85.52798803,0.841,,0.8423913040000001,0.115208269,0.067,0.243,42.9,,0.11095354,331.3833564,,0.0,3.0,0.4,3.040437823
55043,"Grant, WI",WI,59.0,WI,Grant County,2010.0,6647.6,0.1123,2.61,2.21,0.0492,0.2231,0.278,0.2748,24.7,154.0,20.8,0.134,48.87187424,2046.166667,71.08279313,0.8837,0.234566999,0.941416894,0.184107281,0.046,0.142,40.7,0.1754,0.06876865900000001,125.4516943,,5.0,0.0,0.391304348,1.22913039
55045,"Green, WI",WI,60.2,WI,Green County,2010.0,5942.4,0.1002,2.01,3.15,0.0649,0.1386,0.269,0.2021,19.1,140.1,27.2,0.112,74.68688958,1338.923077,66.22955005,0.9195,0.317482223,0.904967603,0.185381312,0.045,0.099,41.6,0.1927,0.080254952,67.96748888,,2.0,1.0,0.5,0.28262159800000003
55047,"Green Lake, WI",WI,64.1,WI,Green Lake County,2010.0,6099.7,0.1317,4.17,5.34,0.0455,0.2601,0.268,0.2267,18.0,161.9,29.0,0.121,69.07545165,1447.692308,52.95312469,0.9276,0.203403469,0.955835962,0.16353361800000002,0.054000000000000006,0.149,39.6,0.239,0.06511771400000001,69.13667789,,1.0,1.0,0.571428571,1.594303024
55049,"Iowa, WI",WI,58.0,WI,Iowa County,2010.0,5974.8,0.0839,1.63,3.3,0.0572,0.1869,0.281,0.2485,29.6,164.2,22.6,0.122,47.09307304,2123.454546,65.69348133,0.7848,0.230600364,0.94137931,0.235935923,0.045,0.107,37.1,0.1068,0.08592360000000003,78.02857265,,2.0,0.0,0.307692308,0.8496898629999999
55051,"Iron, WI",WI,75.9,WI,Iron County,2010.0,6397.8,0.0791,2.58,2.14,,0.1122,0.267,,15.0,46.1,14.4,0.168,30.87849313,3238.5,66.16990131,0.8302,0.217276699,0.8658536590000001,0.151421966,0.077,0.182,43.1,0.1363,0.061209709,244.9830597,,0.0,0.0,0.28571428600000004,3.132341425
55053,"Jackson, WI",WI,28.7,WI,Jackson County,2010.0,9184.7,0.1355,3.82,4.19,0.0695,0.1896,0.28600000000000003,0.1575,21.3,181.3,43.8,0.116,101.999184,980.4,71.01138533,0.8581,0.170026681,1.0,0.128724776,0.055,0.193,42.4,0.2434,0.089825598,92.94779714,,0.0,0.0,0.28571428600000004,0.0
55055,"Jefferson, WI",WI,81.5,WI,Jefferson County,2010.0,5747.2,0.1135,3.01,3.97,0.0545,0.2229,0.28,0.2401,18.9,146.2,23.4,0.105,48.31532104,2069.7368420000007,52.56461973,0.8547,0.314848792,0.927726675,0.204630717,0.047,0.08900000000000001,39.5,0.1578,0.061004513,172.85722080000005,,4.0,8.0,0.8,0.755287009
55057,"Juneau, WI",WI,82.6,WI,Juneau County,2010.0,6967.5,0.1389,3.56,2.89,0.0606,0.2432,0.29100000000000004,0.1912,20.3,223.4,40.6,0.108,53.02427754,1885.928571,87.97867887,0.8786,0.161981727,0.83045977,0.123577681,0.058,0.173,37.7,0.2276,0.090065748,319.3401979,,0.0,1.0,0.5,0.376846548
55059,"Kenosha, WI",WI,79.4,WI,Kenosha County,2010.0,7065.3,0.1222,3.33,3.63,0.0714,0.2659,0.282,0.2102,13.9,350.0,38.9,0.09,54.44305382,1836.781609,86.07631435,0.8586,0.27420803,0.8500892329999999,0.208308863,0.053,0.139,40.2,0.1217,0.098165046,230.8981878,,6.0,21.0,0.35,0.496130185
55061,"Kewaunee, WI",WI,26.6,WI,Kewaunee County,2010.0,5936.8,0.0765,2.56,2.72,0.055,0.13699999999999998,0.299,0.2989,21.7,91.2,20.1,0.115,39.12363067,2556.0,46.91831609,0.879,0.326322946,0.982248521,0.131543241,0.043,0.094,38.3,0.2372,0.06733559,40.58705111,,5.0,13.0,1.0,0.0
55063,"La Crosse, WI",WI,71.0,WI,La Crosse County,2010.0,5353.0,0.1042,3.81,3.03,0.0603,0.2321,0.261,0.2209,8.7,313.5,20.0,0.095,183.3607006,545.3731343,44.2504235,0.9046,0.181924941,0.945261438,0.292242295,0.038,0.14,43.8,0.152,0.078039233,181.3075259,,1.0,0.0,0.666666667,0.27175390000000005
55065,"Lafayette, WI",WI,15.8,WI,Lafayette County,2010.0,6953.3,0.1378,2.41,1.7,0.0541,,0.298,,26.6,104.3,21.3,0.179,31.15070712,3210.2,93.67623709,0.8968,0.220353156,0.98,0.154859541,0.041,0.15,38.5,0.1727,0.07437070900000001,54.27861631,,2.0,0.0,0.444444444,0.0
55067,"Langlade, WI",WI,56.0,WI,Langlade County,2010.0,6148.5,0.1761,4.81,4.11,0.0725,0.2233,0.289,0.2347,27.0,72.7,40.8,0.101,58.76879377,1701.5833329999996,55.72320172,0.8972,0.28808644,0.977272727,0.12586878,0.059,0.175,43.4,0.1846,0.09352014,148.987377,,0.0,0.0,0.3,0.983477577
55069,"Lincoln, WI",WI,79.6,WI,Lincoln County,2010.0,5936.4,0.1568,3.66,2.8,0.0591,0.2478,0.289,0.2422,20.1,189.0,29.2,0.099,66.95008871,1493.65,81.50174125,0.8739,0.385859294,0.951388889,0.145354718,0.056,0.136,38.2,0.1944,0.09738885,115.3234655,,0.0,0.0,0.4,0.672427126
55071,"Manitowoc, WI",WI,67.6,WI,Manitowoc County,2010.0,5522.4,0.1342,2.89,2.7,0.063,0.2418,0.292,0.2594,14.8,166.0,28.3,0.107,75.29191044,1328.163934,64.95010392,0.9071,0.234167033,0.951417004,0.17732318,0.049,0.116,38.5,0.2276,0.067499407,,,6.0,18.0,0.375,0.493869841
55073,"Marathon, WI",WI,55.4,WI,Marathon County,2010.0,5361.4,0.1106,2.63,2.5,0.0653,0.1811,0.271,0.245,16.3,164.3,26.7,0.107,94.0940313,1062.766667,69.47837262,0.8898,0.378099395,0.97677505,0.204970234,0.044,0.117,40.4,0.1967,0.073127787,165.6951571,,0.0,3.0,0.578947368,0.542303551
55075,"Marinette, WI",WI,74.2,WI,Marinette County,2010.0,7752.3,0.1484,3.99,2.85,0.0593,0.3007,0.29,0.2484,28.5,122.7,28.6,0.099,74.52258966,1341.875,53.07880035,0.8595,0.149034638,0.8380782920000001,0.141338859,0.059,0.158,41.2,0.1398,0.108748804,,,0.0,0.0,0.461538462,1.171234481
55077,"Marquette, WI",WI,35.0,WI,Marquette County,2010.0,8787.2,0.1729,3.33,3.48,0.0786,0.2493,0.303,0.2264,37.2,170.7,41.2,0.139,13.3386688,7497.0,72.71269801,0.8549,0.343768894,0.830687831,0.115205791,0.062,0.16899999999999998,38.9,0.2189,0.069139406,64.38435238,,0.0,1.0,0.428571429,1.329522037
55078,"Menominee, WI",WI,–,WI,Menominee County,2010.0,11904.4,0.1472,3.51,3.52,0.0687,,0.298,,62.3,935.4,95.0,0.071,65.93406593,1516.666667,121.9864898,0.8955,,0.68,0.148299603,0.104,0.511,40.3,,0.264797401,958.4664537,,2.0,1.0,0.0,0.0
55079,"Milwaukee, WI",WI,99.6,WI,Milwaukee County,2010.0,8314.5,0.1531,3.99,3.75,0.0896,0.2437,0.29600000000000004,0.2217,9.2,1053.1,63.3,0.094,107.0153953,934.4449902,68.32702785,0.8528,0.341826281,0.687098157,0.254790892,0.055,0.267,45.0,0.2328,0.132630993,840.0050752000002,,12.0,17.0,0.673469388,1.03957199
55081,"Monroe, WI",WI,68.9,WI,Monroe County,2010.0,6788.9,0.1275,2.99,2.57,0.067,0.2955,0.271,0.2664,18.5,295.2,39.6,0.101,73.51894892,1360.193548,74.83871604,0.9071,0.235564456,0.91722973,0.141776398,0.045,0.208,40.4,0.1707,0.09608868,139.8983978,,0.0,0.0,0.4,0.938042306
55083,"Oconto, WI",WI,44.2,WI,Oconto County,2010.0,5908.0,0.1133,3.91,4.06,0.0551,0.2365,0.281,0.2919,30.4,89.6,25.6,0.118,45.66946056,2189.647059,61.06543469,0.8284,0.291379108,0.7977011490000001,0.134449908,0.061,0.134,38.9,0.1951,0.105164319,72.26207044,,2.0,1.0,0.454545455,1.070377308
55085,"Oneida, WI",WI,113.2,WI,Oneida County,2010.0,6871.8,0.099,2.77,3.21,0.0738,0.2534,0.28300000000000003,0.1897,27.2,81.6,22.3,0.11,172.0230456,581.3174602999999,73.45552512,0.9091,0.308098658,0.844686649,0.223111312,0.06,0.14400000000000002,42.8,0.1082,0.066136961,128.05151329999998,,0.0,3.0,0.4,2.471576866
55087,"Outagamie, WI",WI,72.8,WI,Outagamie County,2010.0,5037.9,0.0849,2.8,2.39,0.0658,0.1729,0.271,0.307,15.5,234.5,23.8,0.1,82.33453699,1214.557143,42.57151045,0.8946,0.281637016,0.98531746,0.247276215,0.045,0.078,38.8,0.1337,0.075206404,118.2816966,,7.0,6.0,0.6315789470000001,0.465273174
55089,"Ozaukee, WI",WI,68.7,WI,Ozaukee County,2010.0,4200.1,0.08800000000000001,3.01,2.93,0.0535,0.161,0.251,0.1963,9.2,68.3,8.9,0.095,138.7778144,720.5762712000002,46.51511853,0.8922,0.349699479,1.0,0.434268628,0.037000000000000005,0.044,42.9,0.152,0.046158454,51.94602301,,6.0,20.0,0.75,0.703630735
55091,"Pepin, WI",WI,72.8,WI,Pepin County,2010.0,5685.2,0.2243,3.58,2.47,0.0559,,0.287,0.1997,9.7,0.0,17.1,0.145,54.00297016,1851.75,93.96887354,0.7674,,1.0,0.152471932,0.046,0.181,42.7,,0.068523326,126.2967975,,1.0,0.0,0.25,1.357220413
55093,"Pierce, WI",WI,42.2,WI,Pierce County,2010.0,4943.1,0.0838,2.48,2.25,0.0635,0.1851,0.267,0.2614,21.4,157.5,11.9,0.119,51.299151,1949.35,69.93710132,0.8685,0.14206543,0.945512821,0.250041514,0.042,0.07,37.2,0.1027,0.076091391,108.578554,,2.0,0.0,0.363636364,1.27000254
55095,"Polk, WI",WI,59.4,WI,Polk County,2010.0,5721.2,0.1257,2.79,2.68,0.0608,0.1532,0.269,0.2153,32.2,154.1,26.6,0.121,93.41109997,1070.536585,81.60316839,0.8905,0.17995696100000005,0.921174652,0.178300205,0.057,0.106,38.5,0.1151,0.07564460099999999,144.9428533,,2.0,0.0,0.5384615389999999,0.451742597
55097,"Portage, WI",WI,67.0,WI,Portage County,2010.0,4843.9,0.1088,3.43,2.61,0.0482,0.1819,0.281,0.245,15.9,229.7,19.9,0.11,76.96178551,1299.3461539999996,46.96438779,0.8998,0.27957127800000003,0.933742331,0.260556883,0.044,0.116,41.5,0.1287,0.059110322,160.04398759999995,,0.0,0.0,0.454545455,0.737050031
55099,"Price, WI",WI,56.7,WI,Price County,2010.0,7205.2,0.1619,6.16,3.36,0.0523,0.2097,0.28300000000000003,0.1284,23.4,60.0,18.7,0.115,73.44595046,1361.5454550000004,84.41915299,0.8774,0.294557343,0.8844444440000001,0.147572163,0.049,0.161,41.3,,0.07044929400000001,,,0.0,0.0,0.5,0.0
55101,"Racine, WI",WI,88.4,WI,Racine County,2010.0,7227.7,0.1044,3.2,3.4,0.0739,0.2598,0.28,0.2292,14.6,447.7,46.4,0.08800000000000001,70.04187286,1427.717391,67.99583804,0.8598,0.282648714,0.6983977379999999,0.229335399,0.056,0.141,41.0,0.1828,0.10943572,269.892814,,6.0,13.0,0.5625,0.924855491
55103,"Richland, WI",WI,15.8,WI,Richland County,2010.0,5586.8,0.1259,3.24,2.59,0.0592,0.128,0.292,0.1314,20.6,114.5,22.9,0.106,83.40747331,1198.933333,75.29547776,0.8562,0.147720157,0.962732919,0.16080456099999998,0.046,0.179,41.5,0.1916,0.080783491,182.2097068,,0.0,0.0,0.166666667,0.0
55105,"Rock, WI",WI,76.9,WI,Rock County,2010.0,6835.3,0.1299,3.84,3.49,0.07400000000000001,0.2788,0.275,0.2393,19.2,353.7,44.7,0.085,83.16540319,1202.423077,61.60375557,0.8637,0.31998801600000004,0.794634598,0.184264833,0.061,0.156,40.0,0.2025,0.102006932,248.5710852,,3.0,8.0,0.6,0.948178865
55107,"Rusk, WI",WI,25.4,WI,Rusk County,2010.0,7160.4,0.1414,2.81,1.49,0.0595,0.1536,0.292,0.1127,23.7,139.5,28.3,0.101,68.10597289,1468.3,51.77524866,0.9302,0.08784004,0.8546255509999999,0.129992634,0.069,0.21600000000000005,41.2,0.1459,0.075370116,155.84767580000005,,0.0,0.0,0.5,0.6787483879999999
55109,"St. Croix, WI",WI,49.9,WI,St. Croix County,2010.0,4467.1,0.109,2.82,2.06,0.0564,0.2084,0.261,0.2736,16.1,92.5,17.3,0.097,47.00352526,2127.5,83.11997665,0.8459,0.204504056,1.0,0.320734949,0.043,0.057,37.0,0.1175,0.088547396,73.43848261,,2.0,2.0,0.545454546,1.895279491
55111,"Sauk, WI",WI,86.1,WI,Sauk County,2010.0,6377.9,0.1204,3.05,2.68,0.0619,0.2138,0.28600000000000003,0.2592,19.2,183.7,35.5,0.095,101.1228119,988.8965517,63.80945809,0.8629,0.130298038,0.928893905,0.201211815,0.048,0.122,39.1,0.1868,0.092934564,155.2732522,,2.0,4.0,0.533333333,0.862768105
55113,"Sawyer, WI",WI,71.6,WI,Sawyer County,2010.0,8668.5,0.0869,2.87,3.08,0.0621,0.2705,0.281,0.1452,42.2,99.5,48.6,0.145,106.9201069,935.2777778,87.51366712,0.8374,0.278706516,0.8737373740000001,0.188566377,0.068,0.207,44.8,0.2031,0.107346175,,,0.0,0.0,0.25,1.180986123
55115,"Shawano, WI",WI,72.8,WI,Shawano County,2010.0,5468.8,0.1288,3.58,2.73,0.0548,0.191,0.281,0.2715,22.7,125.6,29.6,0.119,48.88421773,2045.65,60.37117919,0.8775,0.234739257,0.820557491,0.118517211,0.051,0.156,40.7,0.215,0.11342099,75.59500585,,2.0,1.0,0.333333333,0.487614589
